"","ortho","klatt","neighbors","degree","c"
"525","allocate","@lxket","",0,NA
"526","allocation","@lxkeS|n","@vxkeS|n",1,NA
"527","allot","xlat","xlRt;xlYt;xlIt;blat;klat;xlet;xlit;lat;plat;slat",10,0.444444444444444
"528","allow","xlW","xli;xle;xlWd;xvW;plW",5,0.1
"529","alloy","@lO","@lx;@li;@lY;@lo;@lp;klO;plO",7,0.523809523809524
"530","allspice","clspYs","",0,NA
"531","allude","xlud","xlYd;xluf;xlWd;dxlud;lud;xklud",6,0.0666666666666667
"532","allure","xlUr","xJUr;xmUr;xSUr;lUr",4,0.5
"533","alluvium","xluvixm","",0,NA
"534","ally","@lY","@lx;@li;@lO;@lo;@lp;flY;lY;plY;slY",9,0.444444444444444
"535","almanac","clmxn@k","",0,NA
"536","almighty","clmYti","",0,NA
"537","almond","amxnd","",0,NA
"538","almoner","@lmxnX","",0,NA
"539","almost","clmost","",0,NA
"540","alms","amz","amx;adz",2,0
"541","aloe","@lo","@lx;@li;@lO;@lY;@lp;@lto;@mo;@ro;blo;k@lo;f@lo;flo;glo;h@lo;lo;m@lo;s@lo;S@lo;slo;t@lo",20,0.231578947368421
"542","aloft","xlcft","lcft",1,NA
"543","aloha","xloha","",0,NA
"544","alone","xlon","xlYn;xton;blon;kxlon;xlop;flon;lon",7,0.142857142857143
"545","along","xlcG","bxlcG;lcG",2,0
"546","alongshore","xlcGSor","",0,NA
"547","alongside","xlcGsYd","",0,NA
"548","aloof","xluf","xlud",1,NA
"549","aloud","xlWd","xlYd;xlW;xlud;klWd;lWd",5,0.2
"550","alp","@lp","@lx;@li;@lO;@lY;@lo;@sp",6,0.666666666666667
"551","alpaca","@lp@kx","",0,NA
"552","alpenhorn","@lpxnhorn","",0,NA
"553","alpenstock","@lpxnstak","",0,NA
"554","alphabet","@lfxbEt","",0,NA
"555","alphabetic","@lfxbEtIk","",0,NA
"556","alphabetize","@lfxbxtYz","",0,NA
"557","alphorn","@lphorn","",0,NA
"558","alpine","@lpYn","",0,NA
"559","already","clrEdi","",0,NA
"560","also","clso","clDo",1,NA
"561","altar","cltX","cldX;fcltX;hcltX;pcltX;scltX",5,0.6
"562","alteration","cltXeS|n","cltXkeS|n;cltXneS|n",2,1
"563","altercation","cltXkeS|n","cltXeS|n;cltXneS|n",2,1
"564","alternate","cltXet","",0,NA
"565","alternation","cltXneS|n","cltXeS|n;cltXkeS|n",2,1
"566","alternative","cltRn|tIv","",0,NA
"567","altho","clDo","clso",1,NA
"568","altimeter","@ltImxtX","",0,NA
"569","altitude","@lt|tud","@pt|tud;@t|tud",2,1
"570","alto","@lto","@lo",1,NA
"571","altogether","clt|gEDX","",0,NA
"572","altruism","@ltruIzM","",0,NA
"573","altruistic","@ltruIstIk","",0,NA
"574","alum","@lxm","@lbxm;@lx",2,0
"575","alumina","xlumxnx","",0,NA
"576","aluminium","xlumInxm","xlum|nxm",1,NA
"577","aluminum","xlum|nxm","xlumInxm",1,NA
"578","alumna","xl^mnx","",0,NA
"579","alumnus","xl^mn|s","",0,NA
"580","always","clwxz","",0,NA
"581","am","@m","@d;em;@mo;@n;@z;@S;@s;@t;k@m;d@m;h@m;J@m;l@m;Em;om;r@m;S@m;t@m;y@m",19,0.31578947368421
"582","amah","amx","amz;kamx;lamx;mamx",4,0.5
"583","amain","xmen","xmez;xren;xten;men",4,0.166666666666667
"584","amalgam","xm@lgxm","",0,NA
"585","amalgamate","xm@lgxmet","",0,NA
"586","amanuensis","xm@nyUEns|s","",0,NA
"587","amaranth","@mX@nT","",0,NA
"588","amaranthine","@mX@nT|n","",0,NA
"589","amaryllis","@mXIlxs","",0,NA
"590","amass","xm@s","xmRs;xmIs;m@s",3,0.333333333333333
"591","amateur","@mxCR","",0,NA
"592","amateurish","@mxCRIS","",0,NA
"593","amateurism","@mxCRIzM","",0,NA
"594","amatory","@mxtori","",0,NA
"595","amaze","xmez","xmen;mez",2,0
"596","amazon","@mxzan","",0,NA
"597","Amazonian","@mxzonixn","",0,NA
"598","ambassador","@mb@sxdX","",0,NA
"599","amber","@mbX","@mbL;k@mbX;EmbX;t@mbX;^mbX",5,0.2
"600","ambergris","@mbXgrIs","",0,NA
"601","ambidextrous","@mbIdEkstr|s","",0,NA
"602","ambient","@mbixnt","",0,NA
"603","ambiguity","@mbxgyu|ti","",0,NA
"604","ambiguous","@mbIgyuxs","",0,NA
"605","ambition","@mbIS|n","@mbIS|s",1,NA
"606","ambitious","@mbIS|s","@mbIS|n",1,NA
"607","ambivalence","@mbIvLxns","",0,NA
"608","amble","@mbL","@mbX;@mpL;g@mbL;r@mbL;S@mbL;^mbL",6,0.2
"609","ambrosia","@mbroZx","",0,NA
"610","ambulance","@mbyUlxns","",0,NA
"611","ambulatory","@mbyUl|tori","",0,NA
"612","ambuscade","@mbxsked","",0,NA
"613","ambush","@mbUS","",0,NA
"614","ameliorate","xmiliXet","",0,NA
"615","amen","emEn","mEn",1,NA
"616","amenable","xmEnxbL","",0,NA
"617","amend","xmEnd","xmEndz;xpEnd;xsEnd;xtEnd;kxmEnd;ImEnd;mEnd;xfEnd",8,0.25
"618","amendment","xmEndmxnt","",0,NA
"619","amends","xmEndz","xmEnd",1,NA
"620","amenity","xmEn|ti","",0,NA
"621","amerce","xmRs","xm@s;xmIs;xvRs;ImRs",4,0.166666666666667
"622","American","xmEr|k|n","",0,NA
"623","Americanization","xmErxk|n|zeS|n","",0,NA
"624","americanize","xmErxk|nYz","",0,NA
"625","americium","@mXIsixm","",0,NA
"626","amethyst","@mxT|st","",0,NA
"627","amiability","emixbIl|ti","",0,NA
"628","amiable","emixbL","",0,NA
"629","amiably","emixbli","",0,NA
"630","amicable","@mIkxbL","",0,NA
"631","amid","xmId","xmIs;mId",2,0
"632","amiss","xmIs","xbIs;xm@s;xmRs;xmId;mIs",5,0.1
"633","amity","@mxti","@bxti",1,NA
"634","ammeter","@mitX","mitX",1,NA
"635","ammo","@mo","@lo;@m;@ro;mo",4,0.166666666666667
"636","ammonia","xmonyx","",0,NA
"637","ammonite","@mxnYt","@kxnYt",1,NA
"638","ammunition","@myunIS|n","",0,NA
"639","amnesia","@mniZx","",0,NA
"640","amnesty","@mn|sti","",0,NA
"641","amoeba","xmibx","",0,NA
"642","amok","xm^k","xm^G;m^k",2,0
"643","among","xm^G","xm^k",1,NA
"644","amontillado","xmantxlado","",0,NA
"645","amoral","emcrL","ImcrL;mcrL",2,1
"646","amorous","@mXxs","@vXxs",1,NA
"647","amorphous","xmorfxs","",0,NA
"648","amortization","@mXtxzeS|n","",0,NA
"649","amortize","@mXtYz","",0,NA
"650","amount","xmWnt","xkWnt;mWnt",2,0
"651","amour","xmUr","xJUr;xlUr;xSUr",3,1
"652","ampere","@mpIr","",0,NA
"653","ampersand","@mpXs@nd","",0,NA
"654","amphibian","@mfIbixn","",0,NA
"655","amphitheater","@mfxTixtX","",0,NA
"656","amphora","@mfXx","",0,NA
"657","ample","@mpL","@mbL;@pL;s@mpL",3,0
"658","amplification","@mplxfxkeS|n","",0,NA
"659","amplifier","@mplxfYX","@mplxfY",1,NA
"660","amplify","@mplxfY","@mplxfYX",1,NA
"661","amplitude","@mpl|tud","",0,NA
"662","ampoule","@mpyul","",0,NA
"663","amputate","@mpyutet","",0,NA
"664","amputation","@mpyuteS|n","ImpyuteS|n",1,NA
"665","amputee","@mpyuti","",0,NA
"666","amulet","@myUlxt","",0,NA
"667","amuse","xmyuz","xbyuz;xkyuz;myuz",3,0.333333333333333
"668","an","@n","@d;@m;@nd;@nt;@z;@S;@s;@t;cn;b@n;k@n;Rn;f@n;In;m@n;En;on;p@n;r@n;t@n;D@n;v@n",22,0.277056277056277
"669","anachronism","xn@krxnIzM","",0,NA
"670","anachronistic","xn@krxnIstIk","",0,NA
"671","anaconda","@nxkandx","",0,NA
"672","anadem","@nxdEm","",0,NA
"673","anaerobic","@nXobIk","",0,NA
"674","anagram","@nxgr@m","",0,NA
"675","anal","enL","ebL;enJL",2,0
"676","analgesia","@nLJiZx","",0,NA
"677","analog","@nxlcg","",0,NA
"678","analogical","@nxlaJIkL","",0,NA
"679","analogous","xn@lxg|s","",0,NA
"680","analysis","xn@l|s|s","",0,NA
"681","analyst","@nLxst","p@nLxst",1,NA
"682","analytic","@nxlItIk","",0,NA
"683","analyze","@nxlYz","",0,NA
"684","anapest","@nxpEst","",0,NA
"685","anapestic","@nxpEstIk","",0,NA
"686","anarchic","@narkIk","",0,NA
"687","anarchism","@nXkIzM","",0,NA
"688","anarchistic","@nXkIstIk","",0,NA
"689","anarchy","@nXki","",0,NA
"690","anathema","xn@Txmx","",0,NA
"691","anatomic","@n|tamIk","",0,NA
"692","anatomist","xn@txm|st","",0,NA
"693","anatomize","xn@txmYz","",0,NA
"694","anatomy","xn@txmi","",0,NA
"695","ancestor","@nsEstX","",0,NA
"696","ancestral","@nsEstrL","",0,NA
"697","anchor","@GkX","@GgX;@Gk;@GkL;k@GkX;h@GkX;r@GkX;t@GkX",7,0.333333333333333
"698","anchorage","@GkXIJ","",0,NA
"699","anchorite","@GkXYt","",0,NA
"700","anchovy","@nCovi","",0,NA
"701","ancient","enS|nt","",0,NA
"702","ancillary","@nsxlEri","",0,NA
"703","and","@nd","@d;@n;@nod;@nt;b@nd;k@nd;End;h@nd;l@nd;m@nd;r@nd;s@nd",12,0.348484848484849
"704","andante","andante","",0,NA
"705","andiron","@ndYrn","",0,NA
"706","androgen","@ndrxJ|n","",0,NA
"707","anecdote","@nIkdot","",0,NA
"708","anemia","xnimix","",0,NA
"709","anemometer","@nxmamxtX","",0,NA
"710","anemone","xnEmxni","",0,NA
"711","anent","xnEnt","xnOnt;xsEnt;xvEnt",3,0.333333333333333
"712","anesthesia","@n|sTiZx","",0,NA
"713","anesthetist","xnEsT|t|st","",0,NA
"714","anew","xnu","xdu;xnO;kxnu;nu",4,0
"715","angel","enJL","enL",1,NA
"716","angelic","@nJElIk","",0,NA
"717","anger","@GgX","@GkX;@GgL;l@GgX",3,0
"718","angina","@nJYnx","",0,NA
"719","angle","@GgL","@GgX;@GkL;b@GgL;d@GgL;IGgL;J@GgL;m@GgL;t@GgL;w@GgL;r@GgL",10,0.466666666666667
"720","angleworm","@GgLwRm","",0,NA
"721","Anglican","@GglIk|n","",0,NA
"722","anglicization","@GglxsxzeS|n","",0,NA
"723","anglicize","@GglxsYz","",0,NA
"724","anglophile","@GglofYl","",0,NA
"725","angora","@Ggorx","",0,NA
"726","angry","@Ggri","",0,NA
"727","angst","aGst","",0,NA
"728","anguish","@GgwIS","l@GgwIS",1,NA
"729","angular","@GgyUlX","",0,NA
"730","angularity","@GgyUl@rxti","",0,NA
"731","anhydrous","@nhYdrxs","",0,NA
"732","aniline","@nLxn","l@nLxn",1,NA
"733","animadvert","@nxm@dvRt","",0,NA
"734","animal","@n|mL","",0,NA
"735","animalcule","@nxm@lkyul","",0,NA
"736","animalism","@nxmxlIzM","",0,NA
"737","animate","@nxmet","",0,NA
"738","animation","@nxmeS|n","",0,NA
"739","animism","@nxmIzM","",0,NA
"740","animistic","@nxmIstIk","",0,NA
"741","animosity","@nxmas|ti","",0,NA
"742","animus","@nxmxs","",0,NA
"743","anise","@n|s","en|s;@r|s;on|s",3,0.333333333333333
"744","ankh","@Gk","@GkX;@GkL;@sk;b@Gk;d@Gk;h@Gk;IGk;l@Gk;r@Gk;s@Gk;S@Gk;t@Gk;T@Gk;y@Gk",14,0.505494505494505
"745","ankle","@GkL","@GkX;@GgL;@Gk;r@GkL",4,0.166666666666667
"746","anklet","@Gkl|t","",0,NA
"747","annals","@nLz","",0,NA
"748","anneal","xnil","xn^l;xpil;Sxnil;nil",4,0
"749","annex","xnEks","",0,NA
"750","annexation","@nEkseS|n","",0,NA
"751","annihilate","xnYxlet","",0,NA
"752","anniversary","@nxvRsXi","",0,NA
"753","annotate","@n|tet","@J|tet",1,NA
"754","annotation","@n|teS|n","@J|teS|n;s@n|teS|n",2,0
"755","annotator","@nxtetX","",0,NA
"756","announce","xnWns","",0,NA
"757","annoy","xnO","xhO;xnu",2,0
"758","annual","@nyuL","m@nyuL",1,NA
"759","annuitant","xnuxtNt","",0,NA
"760","annuity","xnu|ti","",0,NA
"761","annul","xn^l","xnil;n^l",2,0
"762","annular","@nyUlX","",0,NA
"763","annunciate","xn^nsiet","In^nsiet",1,NA
"764","annunciation","xn^nsieS|n","",0,NA
"765","anode","@nod","@nd;nod",2,0
"766","anodic","@nadIk","",0,NA
"767","anodyne","@nxdYn","",0,NA
"768","anoint","xnOnt","xnEnt;xpOnt",2,0
"769","anomalous","xnamLxs","",0,NA
"770","anomaly","xnamxli","",0,NA
"771","anon","xnan","",0,NA
"772","anonymity","@n|nImxti","",0,NA
"773","anonymous","xnanxmxs","",0,NA
"774","anonymously","xnanxmxsli","",0,NA
"775","anopheles","xnafxliz","",0,NA
"776","another","xn^DX","",0,NA
"777","answer","@nsX","@nTX;k@nsX;l@nsX",3,0.333333333333333
"778","answerable","@nsXxbL","",0,NA
"779","ant","@nt","@kt;@ft;@n;@nd;@nti;@ntY;@pt;@t;k@nt;C@nt;p@nt;r@nt",12,0.227272727272727
"780","antacid","@nt@s|d","",0,NA
"781","antagonism","@nt@g|nIzM","",0,NA
"782","antagonist","@nt@g|n|st","",0,NA
"783","antarctic","@ntarktIk","",0,NA
"784","ante","@nti","@nt;@ntY;@ntik;S@nti;p@nti",5,0.2
"785","antebellum","@ntibElM","",0,NA
"786","antecedent","@nt|sidNt","",0,NA
"787","antechamber","@ntiCembX","",0,NA
"788","antediluvian","@ntidxluvixn","",0,NA
"789","antelope","@ntxlop","k@ntxlop",1,NA
"790","antenna","@ntEnx","",0,NA
"791","antepenult","@ntIpin^lt","",0,NA
"792","anterior","@ntIriX","IntIriX",1,NA
"793","anteroom","@ntirum","",0,NA
"794","anthem","@nTxm","",0,NA
"795","anther","@nTX","@nsX;p@nTX",2,0
"796","anthill","@nthIl","",0,NA
"797","anthology","@nTalxJi","",0,NA
"798","anthracite","@nTr|sYt","",0,NA
"799","anthrax","@nTr@ks","",0,NA
"800","anthropocentric","@nTrxposEntrIk","",0,NA
"801","anthropoid","@nTrxpOd","",0,NA
"802","anthropology","@nTrxpalxJi","",0,NA
"803","anthropomorphism","@nTropxmorfIzM","",0,NA
"804","anti","@ntY","@nt;@nti;^ntY",3,0.333333333333333
"805","antibiotic","@ntIbYatIk","",0,NA
"806","antibody","@ntIbadi","",0,NA
"807","antic","@ntIk","@ntik;@tIk",2,0
"808","antichrist","@ntikrYst","",0,NA
"809","anticipate","@ntIsxpet","",0,NA
"810","anticlimax","@ntIklYm@ks","",0,NA
"811","antidote","@ntIdot","",0,NA
"812","antihistamine","@ntIhIstxmin","",0,NA
"813","antiknock","@ntInak","",0,NA
"814","antilogarithm","@ntIlcgXIDM","",0,NA
"815","antimacassar","@ntImxk@sX","",0,NA
"816","antimony","@ntxmoni","",0,NA
"817","antipasto","@ntIp@sto","",0,NA
"818","antipathy","@ntIpxTi","",0,NA
"819","antipersonnel","@ntipRsNEl","",0,NA
"820","antiphonal","@ntIfxnL","",0,NA
"821","antipodes","@ntIpxdiz","",0,NA
"822","antiquarian","@nt|kwErixn","",0,NA
"823","antiquary","@nt|kwEri","",0,NA
"824","antiquated","@nt|kwet|d","",0,NA
"825","antique","@ntik","@nti;@ntIk",2,0
"826","antiquity","@ntIkwxti","",0,NA
"827","antiseptic","@nt|sEptIk","",0,NA
"828","antisocial","@ntIsoSL","",0,NA
"829","antithesis","@ntIT|s|s","",0,NA
"830","antitoxin","@ntItaks|n","",0,NA
"831","antivivisectionist","@ntIvIvxsEkS|n|st","",0,NA
"832","Arabian","xrebixn","",0,NA
"833","antler","@ntlX","",0,NA
"834","antonym","@nt|nIm","",0,NA
"835","antrum","@ntrxm","t@ntrxm",1,NA
"836","anus","en|s","@n|s;hen|s;on|s",3,0.333333333333333
"837","anvil","@nvL","",0,NA
"838","anxiety","@GzYxti","",0,NA
"839","anxious","@GS|s","",0,NA
"840","any","Eni","Eri;Edi;End;Envi;ni;mEni;En;EnT;pEni",9,0.138888888888889
"841","anymore","Enimor","",0,NA
"842","anyone","Eniw^n","",0,NA
"843","anyway","Eniwe","",0,NA
"844","aorta","eortx","",0,NA
"845","apace","xpes","xbes;xpis;pes;spes",4,0.166666666666667
"846","apart","xpart","xport;dxpart;part",3,0
"847","apartheid","xpartet","xpastet",1,NA
"848","apartment","xpartmxnt","",0,NA
"849","apathetic","@pxTEtIk","pxTEtIk",1,NA
"850","apathy","@pxTi","@pxJi;@pxli",2,1
"851","ape","ep","es;ek;eJ;ed;el;em;et;kep;gep;eC;Jep;nep;op;rep;Sep;tep;^p",17,0.367647058823529
"852","apeak","xpik","xpis;xpil;xpiz;pik;spik",5,0.4
"853","aperitif","apErxtif","",0,NA
"854","aperture","@pXCR","",0,NA
"855","apex","epEks","",0,NA
"856","aphasia","xfeZx","",0,NA
"857","aphid","efxd","efxs",1,NA
"858","aphides","efxdiz","",0,NA
"859","aphis","efxs","efxd;cfxs",2,0
"860","aphorism","@fXIzM","",0,NA
"861","aphoristic","@fXIstIk","",0,NA
"862","aphrodisiac","@frxdizi@k","",0,NA
"863","apiary","epiEri","eviEri",1,NA
"864","apices","epxsiz","",0,NA
"865","apiece","xpis","xpes;xpik;xpil;xpiz;pis",5,0.3
"866","aplomb","xpl^m","pl^m",1,NA
"867","apocalypse","xpakxlIps","",0,NA
"868","apocrypha","xpakrxfx","",0,NA
"869","apogee","@pxJi","@pxTi;@pxli",2,1
"870","apologetic","xpalxJEtIk","",0,NA
"871","apologia","@pxloJix","",0,NA
"872","apologize","xpalxJYz","",0,NA
"873","apoplectic","@pxplEktIk","",0,NA
"874","apoplexy","@pxplEksi","",0,NA
"875","aport","xport","xpart;xsort;port;sport;sxport",5,0.2
"876","apostasy","xpast|si","",0,NA
"877","apostate","xpastet","xpartet",1,NA
"878","apostle","xpasL","xpasM",1,NA
"879","apostolic","@pxstalIk","",0,NA
"880","apostrophe","xpastrxfi","",0,NA
"881","apothecary","xpaTxkEri","",0,NA
"882","apothegm","@pxTEm","",0,NA
"883","apotheosis","xpaTios|s","",0,NA
"884","appal","xpcl","xpil;pcl;xpcn",3,0
"885","appanage","@pxnIJ","",0,NA
"886","apparatus","@pX@t|s","",0,NA
"887","apparel","xp@rL","",0,NA
"888","apparent","xp@rxnt","p@rxnt",1,NA
"889","apparition","@pXIS|n","",0,NA
"890","appeal","xpil","xnil;xpik;xpis;xpcl;xpiz;pil",6,0.2
"891","appear","xpIr","pIr;spIr",2,1
"892","appearance","xpIrxns","",0,NA
"893","appease","xpiz","xpik;xpis;xpil;xpoz;piz",5,0.3
"894","appellant","xpElxnt","xpElxt",1,NA
"895","appellate","xpElxt","xpElxnt",1,NA
"896","appellation","@pxleS|n","",0,NA
"897","appellee","@pxli","@pxTi;@pxJi;h@pxli",3,0.333333333333333
"898","append","xpEnd","xmEnd;xsEnd;xtEnd;dxpEnd;xfEnd;spEnd;^pEnd",7,0.333333333333333
"899","appendage","xpEndIJ","",0,NA
"900","appendectomy","@pxndEktxmi","",0,NA
"901","appendicitis","xpEnd|sYt|s","",0,NA
"902","appendix","xpEndIks","",0,NA
"903","appertain","@pXten","@sXten;pXten",2,0
"904","appetite","@pxtYt","",0,NA
"905","appetizer","@pxtYzX","",0,NA
"906","applaud","xplcd","xplcz;xplYd",2,0
"907","applause","xplcz","xplcd",1,NA
"908","apple","@pL","@dL;@JL;@mpL;@ps;@pt;C@pL;d@pL;opL",8,0.107142857142857
"909","appliance","xplY|ns","xlY|ns",1,NA
"910","applicability","@plIkxbIl|ti","",0,NA
"911","applicable","@plIkxbL","",0,NA
"912","applicant","@plIk|nt","",0,NA
"913","application","@pl|keS|n","",0,NA
"914","applicator","@plxketX","",0,NA
"915","applied","xplYd","xlYd;xplcd;xplY",3,0
"916","applique","@plxke","",0,NA
"917","apply","xplY","xplYd;plY;sxplY",3,0
"918","appoint","xpOnt","xnOnt;xpOnti;pOnt",3,0
"919","appointee","xpOnti","xpOnt",1,NA
"920","appointive","xpOntIv","",0,NA
"921","appointment","xpOntmxnt","",0,NA
"922","apportion","xporS|n","xborS|n;porS|n",2,0
"923","apposite","@pxz|t","apxz|t",1,NA
"924","apposition","@pxzIS|n","apxzIS|n;pxzIS|n",2,1
"925","appositive","xpaz|tIv","paz|tIv",1,NA
"926","appraise","xprez","xprYz;prez;^prez",3,0.333333333333333
"927","appreciable","xpriSxbL","",0,NA
"928","appreciate","xpriSiet","",0,NA
"929","appreciative","xpriS|tIv","",0,NA
"930","apprehend","@prEhEnd","",0,NA
"931","apprehensive","@prIhEnsIv","",0,NA
"932","apprentice","xprEnt|s","",0,NA
"933","apprize","xprYz","xprez;xrYz;prYz",3,0.333333333333333
"934","approach","xproC","",0,NA
"935","approbation","@prxbeS|n","",0,NA
"936","appropriate","xproprixt","",0,NA
"937","appropriation","xproprieS|n","",0,NA
"938","approval","xpruvL","xpruv",1,NA
"939","approve","xpruv","xpruvL;pruv",2,0
"940","approximate","xpraks|mxt","",0,NA
"941","approximation","xpraks|meS|n","",0,NA
"942","appurtenance","xpRt|n|ns","",0,NA
"943","apricot","@prxkat","",0,NA
"944","April","eprL","",0,NA
"945","apron","eprxn","",0,NA
"946","apropos","@prxpo","",0,NA
"947","apse","@ps","@pL;@pt;@s;@ks;C@ps;l@ps;t@ps",7,0.238095238095238
"948","apt","@pt","@kt;@ft;@nt;@pL;@ps;@t;apt;r@pt",8,0.25
"949","aptitude","@pt|tud","@lt|tud;@t|tud",2,1
"950","aquacade","@kwxked","",0,NA
"951","aqualung","@kwxl^G","",0,NA
"952","aquamarine","@kwxmXin","",0,NA
"953","aquaplane","@kwxplen","",0,NA
"954","aquarium","xkw@rixm","xkw@rixs",1,NA
"955","Aquarius","xkw@rixs","xkw@rixm",1,NA
"956","aquatic","xkwatIk","",0,NA
"957","aqueduct","@kwxd^kt","",0,NA
"958","aqueous","ekwixs","",0,NA
"959","aquiline","@kwxlYn","",0,NA
"960","Arab","@rxb","@rxbL;@rxd;@rxs",3,0.333333333333333
"961","arabesque","@rxbEsk","",0,NA
"962","Arabic","@rxbIk","",0,NA
"963","arable","@rxbL","@fxbL;@rxb;p@rxbL;w@rxbL",4,0.166666666666667
"964","arbalist","arbLxst","",0,NA
"965","arbiter","arbxtX","",0,NA
"966","arbitrament","arbItrxmxnt","",0,NA
"967","arbitrarily","arbxtrErxli","",0,NA
"968","arbitrariness","arbxtrErin|s","",0,NA
"969","arbitrary","arbxtrEri","",0,NA
"970","arbitrate","arbxtret","arbxtretX",1,NA
"971","arbitration","arbxtreS|n","",0,NA
"972","arbitrator","arbxtretX","arbxtret",1,NA
"973","arbor","arbX","arCX;ardX;armX;barbX;harbX",5,0.4
"974","arboreal","arboriL","armoriL",1,NA
"975","arboretum","arbXitM","",0,NA
"976","arborvitae","arbXvYti","",0,NA
"977","arbutus","arbyut|s","",0,NA
"978","arc","ark","arC;ar;arm;art;bark;dark;hark;lark;mark;park;Sark",11,0.490909090909091
"979","arcade","arked","arken",1,NA
"980","arcane","arken","arked;arkan",2,0
"981","arch","arC","ark;arCX;ar;arm;art;larC;marC;parC",8,0.321428571428571
"982","archaeology","arkialxJi","",0,NA
"983","archaic","arkeIk","arktIk",1,NA
"984","archangel","arkenJL","",0,NA
"985","archbishop","arCbISxp","",0,NA
"986","archduke","arCduk","",0,NA
"987","archenemy","arCEnxmi","",0,NA
"988","archer","arCX","arbX;arC;arCXi;ardX;armX",5,0.3
"989","archery","arCXi","arCX;armXi;artXi",3,0.333333333333333
"990","archetype","arkItYp","",0,NA
"991","archfiend","arCfind","",0,NA
"992","archiepiscopal","arkixpIskxpEl","",0,NA
"993","archimandrite","arkxm@ndrYt","",0,NA
"994","archipelago","arkxpElxgo","",0,NA
"995","architect","ark|tEkt","",0,NA
"996","architectonic","arkxtEktanIk","",0,NA
"997","architectural","ark|tEkCXL","ark|tEkCX",1,NA
"998","architecture","ark|tEkCX","ark|tEkCXL",1,NA
"999","architrave","arkxtrev","",0,NA
"1000","archive","arkYv","",0,NA
"1001","archivist","arkxv|st","",0,NA
"1002","archon","arkan","arken;argan",2,0
"1003","archway","arCwe","",0,NA
"1004","arctic","arktIk","arkeIk",1,NA
"1005","ardent","ardNt","",0,NA
"1006","ardor","ardX","arbX;arCX;armX;lardX;ordX",5,0.3
"1007","arduous","arJuxs","",0,NA
"1008","are","ar","Er;ark;arC;arm;art;bar;kar;Car;zar;Ir;far;Wr;Yr;Jar;mar;or;ad;par;tar",19,0.304093567251462
"1009","area","@rix","@riL;@ri;arix;@rixn",4,0.166666666666667
"1010","arena","xrinx","fxrinx",1,NA
"1011","argent","arJ|nt","marJ|nt;sarJ|nt",2,1
"1012","argentine","arJ|ntYn","",0,NA
"1013","argon","argan","arkan",1,NA
"1014","argosy","arg|si","",0,NA
"1015","argot","argo","kargo;largo",2,1
"1016","arguable","argyuxbL","",0,NA
"1017","argue","argyu","",0,NA
"1018","argumentation","argyumxnteS|n","",0,NA
"1019","argumentative","argyumEnt|t|v","",0,NA
"1020","argyle","argYl","",0,NA
"1021","aria","arix","@rix",1,NA
"1022","arid","@rxd","@krxd;@rxb;@rxs;@vxd",4,0.166666666666667
"1023","aridity","@rId|ti","@krId|ti",1,NA
"1024","Aries","@riiz","",0,NA
"1025","aright","xrYt","xfrYt;xlYt;xrYz;xrY;brYt;frYt;rYt;trYt",8,0.285714285714286
"1026","arise","xrYz","xprYz;xrYt;xrWz;xsYz;xrY;prYz;rYz",7,0.142857142857143
"1027","aristocracy","@r|stakr|si","",0,NA
"1028","aristocrat","xrIst|kr@t","",0,NA
"1029","aristocratic","xrIst|kr@tIk","",0,NA
"1030","arithmetic","xrITmxtIk","",0,NA
"1031","arithmetical","@rITmEtIkL","",0,NA
"1032","arithmetician","xrITmxtIS|n","",0,NA
"1033","arm","arm","ark;arC;ar;armX;armi;art;Carm;farm;harm",9,0.277777777777778
"1034","armada","armadx","",0,NA
"1035","armadillo","armxdIlo","",0,NA
"1036","Armageddon","armxgEdN","",0,NA
"1037","armament","armxmxnt","",0,NA
"1038","armature","armxCUr","",0,NA
"1039","armchair","armCEr","",0,NA
"1040","armhole","armhol","",0,NA
"1041","armistice","armxst|s","",0,NA
"1042","armlet","armlxt","",0,NA
"1043","armor","armX","arbX;arCX;ardX;arm;armXi;armi",6,0.333333333333333
"1044","armorial","armoriL","arboriL;marmoriL",2,0
"1045","armory","armXi","arCXi;armX;armi;artXi",4,0.333333333333333
"1046","armpit","armpIt","",0,NA
"1047","army","armi","arm;armX;armXi;arti",4,0.333333333333333
"1048","arnica","arnIkx","",0,NA
"1049","aroma","xromx","xrorx",1,NA
"1050","aromatic","@rxm@tIk","@krxm@tIk;drxm@tIk;trxm@tIk",3,0.333333333333333
"1051","around","xrWnd","xbWnd;xgrWnd;grWnd;rWnd",4,0.333333333333333
"1052","arouse","xrWz","xrYz;brWz;drWz;rWz",4,0.5
"1053","arpeggio","arpEJio","",0,NA
"1054","arraign","xren","xmen;xrenJ;xre;xten;bren;kren;dren;gren;ren;tren",10,0.355555555555556
"1055","arrange","xrenJ","xren;grenJ;renJ",3,0.333333333333333
"1056","arrant","@rxnt","@rxnct;Erxnt;p@rxnt",3,0
"1057","arras","@rxs","@bxs;@rxb;@rxd;@r|s;n@rxs",5,0.1
"1058","array","xre","xfre;xle;xren;xwe;xrY;bre;dre;fre;gre;pre;re;tre",12,0.348484848484849
"1059","arrears","xrIrz","",0,NA
"1060","arrest","xrEst","xbrEst;xtEst;brEst;krEst;rEst",5,0.4
"1061","arrival","xrYvL","rYvL",1,NA
"1062","arrogant","@rxg|nt","",0,NA
"1063","arrogate","@rxget","@brxget;Irxget",2,0
